DATE,TIME,MQ136,MQ137,TEMP,HUMI,,Start Time = 8:54,Total Time = 27h 15',
22/07/2025,5:16:32,707,632,33.9,92.4,7/22/2025,20.38,,
22/07/2025,5:16:19,712,658,33.9,92.4,7/22/2025,20.37,,
22/07/2025,5:16:06,655,621,33.9,92.4,7/22/2025,20.37,,
22/07/2025,5:15:53,570,486,33.9,92.5,7/22/2025,20.36,,
22/07/2025,5:15:40,578,498,33.9,92.5,7/22/2025,20.36,,
22/07/2025,5:15:27,580,488,33.9,92.5,7/22/2025,20.36,,
22/07/2025,5:15:13,582,492,33.9,92.5,7/22/2025,20.35,,
22/07/2025,5:14:59,579,498,33.9,92.5,7/22/2025,20.35,,
22/07/2025,5:14:46,591,510,33.9,92.6,7/22/2025,20.35,,
22/07/2025,5:14:33,583,504,33.9,92.5,7/22/2025,20.34,,
22/07/2025,5:14:21,589,508,34,92.5,7/22/2025,20.34,,
22/07/2025,5:14:10,584,522,33.9,92.4,7/22/2025,20.34,,
22/07/2025,5:13:59,578,538,33.9,92.4,7/22/2025,20.33,,
22/07/2025,5:13:48,577,531,33.9,92.4,7/22/2025,20.33,,
22/07/2025,5:13:37,561,520,33.9,92.4,7/22/2025,20.33,,
22/07/2025,5:13:26,565,488,33.9,92.3,7/22/2025,20.32,,
22/07/2025,5:13:15,571,484,33.9,92.2,7/22/2025,20.32,,
22/07/2025,5:13:04,565,471,33.9,92.3,7/22/2025,20.32,,
22/07/2025,5:12:53,572,499,33.9,92.3,7/22/2025,20.31,,
22/07/2025,5:12:42,579,499,33.9,92.4,7/22/2025,20.31,,
22/07/2025,5:12:31,577,494,33.9,92.3,7/22/2025,20.31,,
22/07/2025,5:12:19,581,488,33.9,92.3,7/22/2025,20.31,,
22/07/2025,5:12:08,589,499,33.9,92.3,7/22/2025,20.30,,
22/07/2025,5:11:57,587,501,33.9,92.2,7/22/2025,20.30,,
22/07/2025,5:11:46,590,508,33.9,92.3,7/22/2025,20.30,,
22/07/2025,5:11:35,573,492,33.9,92.3,7/22/2025,20.29,,
22/07/2025,5:11:24,565,493,33.9,92.2,7/22/2025,20.29,,
22/07/2025,5:11:14,563,479,34,92.2,7/22/2025,20.29,,
22/07/2025,5:11:02,553,476,33.9,92.2,7/22/2025,20.28,,
22/07/2025,5:10:51,556,487,34,92.2,7/22/2025,20.28,,
22/07/2025,5:10:40,548,481,33.9,92.2,7/22/2025,20.28,,
22/07/2025,5:10:30,559,483,33.9,92.3,7/22/2025,20.27,,
22/07/2025,5:10:18,556,475,33.9,92.3,7/22/2025,20.27,,
22/07/2025,5:10:07,555,487,33.9,92.3,7/22/2025,20.27,,
22/07/2025,5:09:55,559,484,33.9,92.2,7/22/2025,20.27,,
22/07/2025,5:09:44,552,483,33.9,92.1,7/22/2025,20.26,,
22/07/2025,5:09:34,558,492,34,92.1,7/22/2025,20.26,,
22/07/2025,5:09:22,560,489,34,92.2,7/22/2025,20.26,,
22/07/2025,5:09:11,565,490,34,92.3,7/22/2025,20.25,,
22/07/2025,5:09:00,572,491,34,92.4,7/22/2025,20.25,,
22/07/2025,5:08:49,575,485,33.9,92.4,7/22/2025,20.25,,
22/07/2025,5:08:38,575,496,34,92.3,7/22/2025,20.24,,
22/07/2025,5:08:26,566,496,34,92.4,7/22/2025,20.24,,
22/07/2025,5:08:15,568,499,34,92.3,7/22/2025,20.24,,
22/07/2025,5:08:04,577,500,34,92.3,7/22/2025,20.23,,
22/07/2025,5:07:53,561,501,34,92.4,7/22/2025,20.23,,
22/07/2025,5:07:42,573,505,33.9,92.3,7/22/2025,20.23,,
22/07/2025,5:07:32,561,490,34,92.3,7/22/2025,20.23,,
22/07/2025,5:07:21,563,495,34,92.3,7/22/2025,20.22,,
22/07/2025,5:07:10,566,486,34,92.3,7/22/2025,20.22,,
22/07/2025,5:06:59,559,489,34,92.3,7/22/2025,20.22,,
22/07/2025,5:06:45,574,484,34,92.4,7/22/2025,20.21,,
22/07/2025,5:06:32,570,494,34,92.4,7/22/2025,20.21,,
22/07/2025,5:06:19,576,501,34,92.5,7/22/2025,20.21,,
22/07/2025,5:06:06,580,505,34,92.4,7/22/2025,20.20,,
22/07/2025,5:05:53,568,496,34,92.4,7/22/2025,20.20,,
22/07/2025,5:05:41,565,486,34,92.4,7/22/2025,20.19,,
22/07/2025,5:05:28,564,477,34,92.4,7/22/2025,20.19,,
22/07/2025,5:05:15,564,481,34,92.4,7/22/2025,20.19,,
22/07/2025,5:05:02,574,484,34,92.4,7/22/2025,20.18,,
22/07/2025,5:04:48,569,482,34,92.4,7/22/2025,20.18,,
22/07/2025,5:04:36,570,476,34,92.4,7/22/2025,20.18,,
22/07/2025,5:04:23,561,485,34,92.4,7/22/2025,20.17,,
22/07/2025,5:04:09,573,482,34,92.4,7/22/2025,20.17,,
22/07/2025,5:03:58,574,488,34,92.4,7/22/2025,20.17,,
22/07/2025,5:03:45,573,495,34,92.4,7/22/2025,20.16,,
22/07/2025,5:03:35,580,500,34,92.4,7/22/2025,20.16,,
22/07/2025,5:03:24,573,496,34,92.4,7/22/2025,20.16,,
22/07/2025,5:03:13,585,496,34,92.4,7/22/2025,20.15,,
22/07/2025,5:03:02,582,503,33.9,92.4,7/22/2025,20.15,,
22/07/2025,5:02:51,579,498,34,92.4,7/22/2025,20.15,,
22/07/2025,5:02:42,576,498,34,92.4,7/22/2025,20.14,,
22/07/2025,5:02:27,581,503,33.9,92.4,7/22/2025,20.14,,
22/07/2025,5:02:16,581,523,34,92.4,7/22/2025,20.14,,
22/07/2025,5:02:05,582,506,33.9,92.4,7/22/2025,20.13,,
22/07/2025,5:01:54,585,507,34,92.4,7/22/2025,20.13,,
22/07/2025,5:01:44,595,516,34,92.4,7/22/2025,20.13,,
22/07/2025,5:01:30,598,522,34,92.4,7/22/2025,20.12,,
22/07/2025,5:01:20,593,523,33.9,92.4,7/22/2025,20.12,,
22/07/2025,5:01:09,589,528,34,92.4,7/22/2025,20.12,,
22/07/2025,5:00:58,600,525,33.9,92.4,7/22/2025,20.12,,
22/07/2025,5:00:47,607,529,34,92.3,7/22/2025,20.11,,
22/07/2025,5:00:35,608,537,34,92.3,7/22/2025,20.11,,
22/07/2025,5:00:25,612,534,34,92.3,7/22/2025,20.11,,
22/07/2025,5:00:14,575,487,34,92.3,7/22/2025,20.10,,
22/07/2025,5:00:02,560,480,33.9,92.4,7/22/2025,20.10,,
22/07/2025,4:59:51,563,477,33.9,92.4,7/22/2025,20.10,,
22/07/2025,4:59:40,566,477,34,92.4,7/22/2025,20.09,,
22/07/2025,4:59:29,562,490,34,92.3,7/22/2025,20.09,,
22/07/2025,4:59:18,559,483,34,92.3,7/22/2025,20.09,,
22/07/2025,4:59:07,565,489,34,92.4,7/22/2025,20.09,,
22/07/2025,4:58:55,572,493,33.9,92.4,7/22/2025,20.08,,
22/07/2025,4:58:42,578,486,34,92.4,7/22/2025,20.08,,
22/07/2025,4:58:30,564,489,33.9,92.4,7/22/2025,20.07,,
22/07/2025,4:58:18,572,490,33.9,92.4,7/22/2025,20.07,,
22/07/2025,4:58:06,570,492,33.9,92.4,7/22/2025,20.07,,
22/07/2025,4:57:56,568,486,33.9,92.4,7/22/2025,20.07,,
22/07/2025,4:57:43,557,471,33.9,92.4,7/22/2025,20.06,,
22/07/2025,4:57:31,564,482,34,92.4,7/22/2025,20.06,,
22/07/2025,4:57:18,563,487,34,92.5,7/22/2025,20.06,,
22/07/2025,4:57:07,563,489,34,92.5,7/22/2025,20.05,,
22/07/2025,4:56:55,564,478,34,92.5,7/22/2025,20.05,,
22/07/2025,4:56:42,557,479,34,92.5,7/22/2025,20.04,,
22/07/2025,4:56:28,565,491,33.9,92.5,7/22/2025,20.04,,
22/07/2025,4:56:16,557,480,33.9,92.5,7/22/2025,20.04,,
22/07/2025,4:56:03,570,479,33.9,92.5,7/22/2025,20.03,,
22/07/2025,4:55:50,567,495,33.9,92.5,7/22/2025,20.03,,
22/07/2025,4:55:37,570,485,33.9,92.5,7/22/2025,20.03,,
22/07/2025,4:55:25,570,502,33.9,92.5,7/22/2025,20.02,,
22/07/2025,4:55:14,574,494,33.9,92.5,7/22/2025,20.02,,
22/07/2025,4:55:04,569,497,33.9,92.5,7/22/2025,20.02,,
22/07/2025,4:54:53,585,500,33.9,92.5,7/22/2025,20.01,,
22/07/2025,4:54:39,579,508,33.9,92.5,7/22/2025,20.01,,
22/07/2025,4:54:28,570,513,33.9,92.5,7/22/2025,20.01,,
22/07/2025,4:54:16,566,524,33.9,92.5,7/22/2025,20.00,,
22/07/2025,4:54:05,565,486,33.9,92.5,7/22/2025,20.00,,
22/07/2025,4:53:52,557,479,33.9,92.5,7/22/2025,20.00,,
22/07/2025,4:53:39,570,482,33.9,92.5,7/22/2025,19.99,,
22/07/2025,4:53:26,541,459,33.9,92.6,7/22/2025,19.99,,
22/07/2025,4:53:12,560,483,33.9,92.6,7/22/2025,19.99,,
22/07/2025,4:52:59,570,478,33.9,92.6,7/22/2025,19.98,,
22/07/2025,4:52:47,566,482,33.9,92.6,7/22/2025,19.98,,
22/07/2025,4:52:34,569,482,33.9,92.6,7/22/2025,19.98,,
22/07/2025,4:52:20,568,482,33.9,92.6,7/22/2025,19.97,,
22/07/2025,4:52:07,573,493,33.9,92.6,7/22/2025,19.97,,
22/07/2025,4:51:54,573,499,33.9,92.6,7/22/2025,19.96,,
22/07/2025,4:51:42,568,489,33.9,92.6,7/22/2025,19.96,,
22/07/2025,4:51:29,589,496,33.9,92.6,7/22/2025,19.96,,
22/07/2025,4:51:16,580,490,33.8,92.6,7/22/2025,19.95,,
22/07/2025,4:50:55,585,491,33.9,92.6,7/22/2025,19.95,,
22/07/2025,4:50:42,596,528,33.8,92.6,7/22/2025,19.94,,
22/07/2025,4:50:29,599,509,33.8,92.6,7/22/2025,19.94,,
22/07/2025,4:50:15,605,514,33.8,92.6,7/22/2025,19.94,,
22/07/2025,4:50:02,619,533,33.8,92.6,7/22/2025,19.93,,
22/07/2025,4:49:48,619,540,33.8,92.5,7/22/2025,19.93,,
22/07/2025,4:49:38,630,551,33.8,92.5,7/22/2025,19.93,,
22/07/2025,4:49:26,646,567,33.8,92.5,7/22/2025,19.92,,
22/07/2025,4:49:15,650,586,33.8,92.5,7/22/2025,19.92,,
22/07/2025,4:49:04,670,580,33.8,92.5,7/22/2025,19.92,,
22/07/2025,4:48:51,673,590,33.8,92.5,7/22/2025,19.91,,
22/07/2025,4:48:40,674,586,33.8,92.4,7/22/2025,19.91,,
22/07/2025,4:48:28,685,604,33.8,92.4,7/22/2025,19.91,,
22/07/2025,4:48:18,686,597,33.8,92.4,7/22/2025,19.91,,
22/07/2025,4:48:07,697,619,33.8,92.4,7/22/2025,19.90,,
22/07/2025,4:47:56,714,621,33.8,92.4,7/22/2025,19.90,,
22/07/2025,4:47:45,725,642,33.8,92.4,7/22/2025,19.90,,
22/07/2025,4:47:34,728,662,33.8,92.4,7/22/2025,19.89,,
22/07/2025,4:47:24,730,676,33.8,92.4,7/22/2025,19.89,,
22/07/2025,4:47:13,714,667,33.8,92.4,7/22/2025,19.89,,
22/07/2025,4:47:03,692,670,33.8,92.4,7/22/2025,19.88,,
22/07/2025,4:46:52,581,535,33.8,92.4,7/22/2025,19.88,,
22/07/2025,4:46:40,575,503,33.8,92.4,7/22/2025,19.88,,
22/07/2025,4:46:29,565,490,33.8,92.4,7/22/2025,19.87,,
22/07/2025,4:46:19,570,504,33.8,92.4,7/22/2025,19.87,,
22/07/2025,4:46:08,568,495,33.8,92.4,7/22/2025,19.87,,
22/07/2025,4:45:58,571,485,33.8,92.3,7/22/2025,19.87,,
22/07/2025,4:45:46,565,488,33.8,92.3,7/22/2025,19.86,,
22/07/2025,4:45:35,571,490,33.8,92.3,7/22/2025,19.86,,
22/07/2025,4:45:23,563,491,33.8,92.3,7/22/2025,19.86,,
22/07/2025,4:45:13,569,493,33.8,92.3,7/22/2025,19.85,,
22/07/2025,4:45:02,570,503,33.8,92.3,7/22/2025,19.85,,
22/07/2025,4:44:51,577,506,33.8,92.4,7/22/2025,19.85,,
22/07/2025,4:44:40,570,505,33.8,92.3,7/22/2025,19.84,,
22/07/2025,4:44:29,578,507,33.8,92.2,7/22/2025,19.84,,
22/07/2025,4:44:18,581,504,33.8,92.3,7/22/2025,19.84,,
22/07/2025,4:44:08,579,501,33.8,92.3,7/22/2025,19.84,,
22/07/2025,4:43:57,572,509,33.8,92.4,7/22/2025,19.83,,
22/07/2025,4:43:47,578,525,33.8,92.4,7/22/2025,19.83,,
22/07/2025,4:43:35,570,512,33.8,92.3,7/22/2025,19.83,,
22/07/2025,4:43:24,578,532,33.8,92.3,7/22/2025,19.82,,
22/07/2025,4:43:12,570,510,33.8,92.3,7/22/2025,19.82,,
22/07/2025,4:43:00,568,499,33.8,92.3,7/22/2025,19.82,,
22/07/2025,4:42:50,568,519,33.8,92.2,7/22/2025,19.81,,
22/07/2025,4:42:39,560,492,33.8,92.3,7/22/2025,19.81,,
22/07/2025,4:42:27,557,494,33.8,92.3,7/22/2025,19.81,,
22/07/2025,4:42:14,552,484,33.8,92.3,7/22/2025,19.80,,
22/07/2025,4:42:01,569,481,33.9,92.3,7/22/2025,19.80,,
22/07/2025,4:41:48,552,476,33.9,92.2,7/22/2025,19.80,,
22/07/2025,4:41:36,549,481,33.8,92.3,7/22/2025,19.79,,
22/07/2025,4:41:23,543,470,33.8,92.2,7/22/2025,19.79,,
22/07/2025,4:41:10,549,473,33.9,92.2,7/22/2025,19.79,,
22/07/2025,4:40:53,535,472,33.8,92.2,7/22/2025,19.78,,
22/07/2025,4:40:40,553,472,33.8,92.2,7/22/2025,19.78,,
22/07/2025,4:40:29,538,469,33.9,92.2,7/22/2025,19.77,,
22/07/2025,4:40:18,540,463,33.9,92.2,7/22/2025,19.77,,
22/07/2025,4:40:06,537,474,33.9,92.2,7/22/2025,19.77,,
22/07/2025,4:39:55,549,482,33.9,92.2,7/22/2025,19.77,,
22/07/2025,4:39:44,551,480,33.9,92.3,7/22/2025,19.76,,
22/07/2025,4:39:32,557,471,33.9,92.3,7/22/2025,19.76,,
22/07/2025,4:39:21,551,483,33.9,92.3,7/22/2025,19.76,,
22/07/2025,4:39:10,547,476,33.9,92.3,7/22/2025,19.75,,
22/07/2025,4:38:59,555,471,33.9,92.3,7/22/2025,19.75,,
22/07/2025,4:38:47,559,484,33.9,92.2,7/22/2025,19.75,,
22/07/2025,4:38:36,555,486,33.9,92.2,7/22/2025,19.74,,
22/07/2025,4:38:20,559,495,33.9,92.2,7/22/2025,19.74,,
22/07/2025,4:38:09,568,493,33.9,92.2,7/22/2025,19.74,,
22/07/2025,4:37:57,567,491,33.9,92.2,7/22/2025,19.73,,
22/07/2025,4:37:47,568,502,33.9,92.2,7/22/2025,19.73,,
22/07/2025,4:37:34,574,491,33.9,92.2,7/22/2025,19.73,,
22/07/2025,4:37:23,573,514,33.9,92.2,7/22/2025,19.72,,
22/07/2025,4:37:12,572,508,33.9,92.2,7/22/2025,19.72,,
22/07/2025,4:37:01,585,516,33.9,92.2,7/22/2025,19.72,,
22/07/2025,4:36:50,579,511,33.9,92.2,7/22/2025,19.71,,
22/07/2025,4:36:39,586,515,33.9,92.2,7/22/2025,19.71,,
22/07/2025,4:36:28,585,521,33.9,92.2,7/22/2025,19.71,,
22/07/2025,4:36:16,599,526,33.9,92.1,7/22/2025,19.70,,
22/07/2025,4:36:04,596,539,33.9,92.1,7/22/2025,19.70,,
22/07/2025,4:35:54,612,542,33.9,92.2,7/22/2025,19.70,,
22/07/2025,4:35:43,604,534,33.9,92.2,7/22/2025,19.70,,
22/07/2025,4:35:32,629,568,33.9,92.2,7/22/2025,19.69,,
22/07/2025,4:35:22,627,559,33.9,92.2,7/22/2025,19.69,,
22/07/2025,4:35:10,645,584,33.9,92.2,7/22/2025,19.69,,
22/07/2025,4:35:00,657,586,33.9,92.2,7/22/2025,19.68,,
22/07/2025,4:34:49,668,589,33.9,92.2,7/22/2025,19.68,,
22/07/2025,4:34:39,702,602,33.9,92.2,7/22/2025,19.68,,
22/07/2025,4:34:26,699,587,33.9,92.2,7/22/2025,19.67,,
22/07/2025,4:34:15,616,527,33.9,92.2,7/22/2025,19.67,,
22/07/2025,4:34:05,590,518,33.9,92.2,7/22/2025,19.67,,
22/07/2025,4:33:54,604,531,33.9,92.2,7/22/2025,19.67,,
22/07/2025,4:33:43,610,534,33.9,92.1,7/22/2025,19.66,,
22/07/2025,4:33:32,612,544,33.9,92.2,7/22/2025,19.66,,
22/07/2025,4:33:22,614,562,33.9,92.1,7/22/2025,19.66,,
22/07/2025,4:33:11,615,550,33.9,92.2,7/22/2025,19.65,,
22/07/2025,4:33:00,626,572,33.9,92.2,7/22/2025,19.65,,
22/07/2025,4:32:49,629,545,33.9,92.2,7/22/2025,19.65,,
22/07/2025,4:32:38,609,530,33.9,92.2,7/22/2025,19.64,,
22/07/2025,4:32:27,600,531,33.9,92.2,7/22/2025,19.64,,
22/07/2025,4:32:16,606,508,33.9,92.2,7/22/2025,19.64,,
22/07/2025,4:32:04,579,507,33.9,92.2,7/22/2025,19.63,,
22/07/2025,4:31:54,570,504,33.9,92.2,7/22/2025,19.63,,
22/07/2025,4:31:43,575,507,33.9,92.2,7/22/2025,19.63,,
22/07/2025,4:31:31,583,522,33.9,92.2,7/22/2025,19.63,,
22/07/2025,4:31:20,583,512,33.9,92.2,7/22/2025,19.62,,
22/07/2025,4:31:09,586,542,33.9,92.1,7/22/2025,19.62,,
22/07/2025,4:30:57,579,537,33.9,92.2,7/22/2025,19.62,,
22/07/2025,4:30:47,577,532,33.9,92.2,7/22/2025,19.61,,
22/07/2025,4:30:36,585,531,33.9,92.2,7/22/2025,19.61,,
22/07/2025,4:30:26,572,513,33.9,92.2,7/22/2025,19.61,,
22/07/2025,4:30:15,573,513,33.9,92.2,7/22/2025,19.60,,
22/07/2025,4:30:04,572,524,33.9,92.2,7/22/2025,19.60,,
22/07/2025,4:29:53,558,491,33.9,92.2,7/22/2025,19.60,,
22/07/2025,4:29:42,557,488,33.9,92.1,7/22/2025,19.60,,
22/07/2025,4:29:32,564,489,34,92.2,7/22/2025,19.59,,
22/07/2025,4:29:18,557,494,33.9,92.1,7/22/2025,19.59,,
22/07/2025,4:29:07,560,498,33.9,92.2,7/22/2025,19.59,,
22/07/2025,4:28:57,558,498,33.9,92.2,7/22/2025,19.58,,
22/07/2025,4:28:46,566,493,34,92.2,7/22/2025,19.58,,
22/07/2025,4:28:35,569,492,33.9,92.2,7/22/2025,19.58,,
22/07/2025,4:28:24,562,491,34,92.2,7/22/2025,19.57,,
22/07/2025,4:28:13,567,500,33.9,92.1,7/22/2025,19.57,,
22/07/2025,4:28:02,571,499,33.9,92.2,7/22/2025,19.57,,
22/07/2025,4:27:51,566,488,34,92.1,7/22/2025,19.56,,
22/07/2025,4:27:41,555,504,34,92.2,7/22/2025,19.56,,
22/07/2025,4:27:30,558,497,34,92.2,7/22/2025,19.56,,
22/07/2025,4:27:19,558,498,33.9,92.1,7/22/2025,19.56,,
22/07/2025,4:27:08,562,486,34,92.1,7/22/2025,19.55,,
22/07/2025,4:26:56,558,496,34,92.1,7/22/2025,19.55,,
22/07/2025,4:26:44,561,483,34,92.1,7/22/2025,19.55,,
22/07/2025,4:26:31,558,486,34,92.2,7/22/2025,19.54,,
22/07/2025,4:26:18,558,481,33.9,92.1,7/22/2025,19.54,,
22/07/2025,4:26:06,563,489,33.9,92.1,7/22/2025,19.53,,
22/07/2025,4:25:55,554,480,34,92.1,7/22/2025,19.53,,
22/07/2025,4:25:44,564,479,34,92.1,7/22/2025,19.53,,
22/07/2025,4:25:31,564,490,34,92.1,7/22/2025,19.53,,
22/07/2025,4:25:18,569,490,34,92.2,7/22/2025,19.52,,
22/07/2025,4:25:05,553,483,34,92.2,7/22/2025,19.52,,
22/07/2025,4:24:53,568,490,34,92.2,7/22/2025,19.51,,
22/07/2025,4:24:42,571,503,33.9,92.2,7/22/2025,19.51,,
22/07/2025,4:24:29,575,498,34,92.3,7/22/2025,19.51,,
22/07/2025,4:24:18,580,509,33.9,92.3,7/22/2025,19.50,,
22/07/2025,4:24:06,582,517,33.9,92.3,7/22/2025,19.50,,
22/07/2025,4:23:55,595,528,33.9,92.3,7/22/2025,19.50,,
22/07/2025,4:23:43,594,511,33.9,92.3,7/22/2025,19.50,,
22/07/2025,4:23:32,598,527,33.9,92.4,7/22/2025,19.49,,
22/07/2025,4:23:21,593,523,34,92.4,7/22/2025,19.49,,
22/07/2025,4:23:10,608,540,33.9,92.4,7/22/2025,19.49,,
22/07/2025,4:22:59,615,545,33.9,92.4,7/22/2025,19.48,,
22/07/2025,4:22:48,604,522,33.9,92.4,7/22/2025,19.48,,
22/07/2025,4:22:37,609,537,33.9,92.3,7/22/2025,19.48,,
22/07/2025,4:22:25,608,531,33.9,92.4,7/22/2025,19.47,,
22/07/2025,4:22:13,609,544,33.9,92.4,7/22/2025,19.47,,
22/07/2025,4:22:01,612,544,33.9,92.3,7/22/2025,19.47,,
22/07/2025,4:21:49,616,545,33.9,92.3,7/22/2025,19.46,,
22/07/2025,4:21:39,624,546,33.9,92.3,7/22/2025,19.46,,
22/07/2025,4:21:28,616,559,33.9,92.3,7/22/2025,19.46,,
22/07/2025,4:21:16,619,568,33.9,92.3,7/22/2025,19.45,,
22/07/2025,4:21:05,626,555,33.9,92.3,7/22/2025,19.45,,
22/07/2025,4:20:53,623,554,33.9,92.3,7/22/2025,19.45,,
22/07/2025,4:20:42,641,556,33.9,92.3,7/22/2025,19.44,,
22/07/2025,4:20:29,632,560,33.9,92.2,7/22/2025,19.44,,
22/07/2025,4:20:17,619,540,33.9,92.2,7/22/2025,19.44,,
22/07/2025,4:20:04,612,531,33.9,92.2,7/22/2025,19.43,,
22/07/2025,4:19:52,624,535,33.9,92.1,7/22/2025,19.43,,
22/07/2025,4:19:40,615,532,33.9,92,7/22/2025,19.43,,
22/07/2025,4:19:29,620,528,33.9,92,7/22/2025,19.42,,
22/07/2025,4:19:18,610,524,33.9,92,7/22/2025,19.42,,
22/07/2025,4:19:08,607,523,33.9,92,7/22/2025,19.42,,
22/07/2025,4:18:56,594,501,33.9,92,7/22/2025,19.42,,
22/07/2025,4:18:45,585,514,33.9,92,7/22/2025,19.41,,
22/07/2025,4:18:34,586,517,33.9,92,7/22/2025,19.41,,
22/07/2025,4:18:23,578,516,33.9,92,7/22/2025,19.41,,
22/07/2025,4:18:11,571,498,33.9,92.1,7/22/2025,19.40,,
22/07/2025,4:18:00,580,498,33.9,92,7/22/2025,19.40,,
22/07/2025,4:17:49,581,512,33.9,92,7/22/2025,19.40,,
22/07/2025,4:17:38,585,525,33.9,92,7/22/2025,19.39,,
22/07/2025,4:17:28,582,510,33.9,92,7/22/2025,19.39,,
22/07/2025,4:17:17,585,509,33.9,92,7/22/2025,19.39,,
22/07/2025,4:17:06,593,514,33.9,92,7/22/2025,19.39,,
22/07/2025,4:16:55,588,525,33.9,91.9,7/22/2025,19.38,,
22/07/2025,4:16:43,588,525,33.9,91.9,7/22/2025,19.38,,
22/07/2025,4:16:32,597,532,33.9,92,7/22/2025,19.38,,
22/07/2025,4:16:19,610,530,33.9,92,7/22/2025,19.37,,
22/07/2025,4:16:08,617,541,33.9,92,7/22/2025,19.37,,
22/07/2025,4:15:56,612,546,33.9,92,7/22/2025,19.37,,
22/07/2025,4:15:45,611,546,33.9,92,7/22/2025,19.36,,
22/07/2025,4:15:34,563,490,33.9,92,7/22/2025,19.36,,
22/07/2025,4:15:21,557,477,33.9,92,7/22/2025,19.36,,
22/07/2025,4:15:08,556,473,33.9,92,7/22/2025,19.35,,
22/07/2025,4:14:57,562,493,33.9,92,7/22/2025,19.35,,
22/07/2025,4:14:45,564,496,33.9,92.1,7/22/2025,19.35,,
22/07/2025,4:14:31,566,497,33.9,92.1,7/22/2025,19.34,,
22/07/2025,4:14:21,574,495,34,92.2,7/22/2025,19.34,,
22/07/2025,4:14:08,578,502,33.9,92.1,7/22/2025,19.34,,
22/07/2025,4:13:56,583,505,33.9,92.1,7/22/2025,19.33,,
22/07/2025,4:13:43,573,534,34,92.1,7/22/2025,19.33,,
22/07/2025,4:13:30,569,511,34,92,7/22/2025,19.32,,
22/07/2025,4:13:17,581,499,33.9,92.1,7/22/2025,19.32,,
22/07/2025,4:13:03,580,502,33.9,92.1,7/22/2025,19.32,,
22/07/2025,4:12:50,580,508,33.9,92.1,7/22/2025,19.31,,
22/07/2025,4:12:37,586,511,33.9,92.1,7/22/2025,19.31,,
22/07/2025,4:12:25,590,530,33.9,92.1,7/22/2025,19.31,,
22/07/2025,4:12:11,583,518,33.9,92,7/22/2025,19.30,,
22/07/2025,4:11:58,597,522,34,92.1,7/22/2025,19.30,,
22/07/2025,4:11:45,610,530,33.9,92.1,7/22/2025,19.30,,
22/07/2025,4:11:32,609,543,33.9,92.1,7/22/2025,19.29,,
22/07/2025,4:11:18,607,557,34,92,7/22/2025,19.29,,
22/07/2025,4:11:06,615,552,34,92,7/22/2025,19.29,,
22/07/2025,4:10:52,612,539,34,92,7/22/2025,19.28,,
22/07/2025,4:10:38,633,563,34,92.1,7/22/2025,19.28,,
22/07/2025,4:10:27,641,565,33.9,92.1,7/22/2025,19.27,,
22/07/2025,4:10:14,605,529,34,92.1,7/22/2025,19.27,,
22/07/2025,4:10:00,610,534,34,92.1,7/22/2025,19.27,,
22/07/2025,4:09:47,618,548,34,92,7/22/2025,19.26,,
22/07/2025,4:09:35,621,555,34,92.1,7/22/2025,19.26,,
22/07/2025,4:09:23,624,573,34,92.1,7/22/2025,19.26,,
22/07/2025,4:09:10,595,580,34,92,7/22/2025,19.25,,
22/07/2025,4:08:57,576,494,34,92,7/22/2025,19.25,,
22/07/2025,4:08:43,562,484,34,92,7/22/2025,19.25,,
22/07/2025,4:08:29,568,493,34,92,7/22/2025,19.24,,
22/07/2025,4:08:15,575,490,34,92,7/22/2025,19.24,,
22/07/2025,4:08:02,564,500,34,92,7/22/2025,19.23,,
22/07/2025,4:07:49,575,491,34,92,7/22/2025,19.23,,
22/07/2025,4:07:38,579,500,34,92.1,7/22/2025,19.23,,
22/07/2025,4:07:26,578,501,34,92,7/22/2025,19.22,,
22/07/2025,4:07:12,585,511,34,92,7/22/2025,19.22,,
22/07/2025,4:07:00,571,488,34,92,7/22/2025,19.22,,
22/07/2025,4:06:47,571,527,34,92,7/22/2025,19.21,,
22/07/2025,4:06:35,575,494,34,92,7/22/2025,19.21,,
22/07/2025,4:06:24,570,484,34,92.1,7/22/2025,19.21,,
22/07/2025,4:06:13,563,502,34,92.1,7/22/2025,19.20,,
22/07/2025,4:06:02,566,494,34,92.1,7/22/2025,19.20,,
22/07/2025,4:05:51,572,492,34,92,7/22/2025,19.20,,
22/07/2025,4:05:40,562,472,34,92,7/22/2025,19.19,,
22/07/2025,4:05:29,580,508,34,92.1,7/22/2025,19.19,,
22/07/2025,4:05:18,585,504,34,92,7/22/2025,19.19,,
22/07/2025,4:05:06,565,504,34,92,7/22/2025,19.19,,
22/07/2025,4:04:53,599,520,34,92.1,7/22/2025,19.18,,
22/07/2025,4:04:41,586,526,34,92,7/22/2025,19.18,,
22/07/2025,4:04:28,593,526,34,92,7/22/2025,19.17,,
22/07/2025,4:04:16,602,538,34,92,7/22/2025,19.17,,
22/07/2025,4:04:03,602,533,34,92,7/22/2025,19.17,,
22/07/2025,4:03:51,599,541,34,92.1,7/22/2025,19.16,,
22/07/2025,4:03:38,604,536,34,92.1,7/22/2025,19.16,,
22/07/2025,4:03:25,604,537,34,92.1,7/22/2025,19.16,,
22/07/2025,4:03:13,598,542,34,92.1,7/22/2025,19.15,,
